URL,Port,Infoerror,Commonname,Internal Expiration,External Expiration,WAF Type,Issuer,Days,Copytocust,Checked,Supported by,BU,CDB,Lifecycle,Installer,Ticket
"secure.accurint.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:55 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurint.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurint.ws","443","bad 6","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurint.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.bz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.bz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:57 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:57 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.ms","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.ms","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:59 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.tc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:59 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.tc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.tv","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:01:59 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.tv","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:00 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintenterprise.ws","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:00 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintenterprise.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintkiller.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:00 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintkiller.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintkiller.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:01 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintkiller.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintkiller.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:01 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintkiller.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintkiller.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:02 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintkiller.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:02 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.bz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:02 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.bz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:03 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:03 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:04 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:04 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.ms","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:04 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.ms","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:05 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:05 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.tc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:05 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.tc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.tv","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:06 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.tv","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:06 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintlawenforcement.ws","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintlawenforcement.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.bz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.bz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:08 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:08 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:08 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.ms","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:09 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.ms","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:09 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:09 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.tc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:10 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.tc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.tv","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:10 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.tv","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:11 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.accurintle.ws","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:11 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.accurintle.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.myseisint.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:12 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.myseisint.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisent.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:47 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisent.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:48 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:48 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.co.uk","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:48 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.co.uk","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:49 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:49 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.ms","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:50 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.ms","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:50 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:50 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.org.uk","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:51 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.org.uk","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.tc","443","bad 6","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:51 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.tc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:51 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisint.ws","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:52 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisint.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisintcentral.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:52 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisintcentral.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisintonline.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:52 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisintonline.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisintsucks.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:53 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisintsucks.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.seisintsystems.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:53 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.seisintsystems.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.siesant.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:54 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.siesant.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.siesent.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:54 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.siesent.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.siesint.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:54 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.siesint.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.sizant.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:55 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.sizant.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.sizeint.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:55 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.sizeint.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.sizent.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:55 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.sizent.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.sizint.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.sizint.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkbigdata.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkbigdata.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkbigdata.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:56 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkbigdata.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkbigdata.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:57 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkbigdata.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkingbigdata.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:57 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkingbigdata.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkingbigdata.net","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkingbigdata.net","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure.thinkingbigdata.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure.thinkingbigdata.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:58 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.bz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:02:59 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.bz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:01 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:01 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:02 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.info","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:03 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.info","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.ms","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:03 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.ms","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.org","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:04 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.org","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.tc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:05 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.tc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.tv","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:06 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.tv","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.us","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:06 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.us","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurint.ws","443","bad 6","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurint.ws","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurintenterprise.biz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurintenterprise.biz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurintenterprise.bz","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:07 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurintenterprise.bz","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurintenterprise.cc","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:08 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurintenterprise.cc","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurintenterprise.com","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:09 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurintenterprise.com","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
"secure1.accurintenterprise.gs","443","good","secure.accurint.com","2022-09-16","","","DigiCert Inc","106.75","Y","2022-06-01 04:03:09 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secure1.accurintenterprise.gs","Prod","Ris-GloAppInf@risk.lexisnexis.com",""
